action,cash,cost,date,expiry,lot_inferred,lot_size,open_interest,premium,qty,shares,spin_off_symbol,strike,ticker,volume
PUT_EXPIRED,4014203.5910887728,0.0,2025-11-25,2025-11-25,,,,30.8,875,0,,3780.0,LT,
ASSIGNED,504991.3295781575,4794.2165,2025-11-25,2025-11-25,,,,10.7,4500,4500.0,,1020.0,BAJFINANCE,
SELL_PUT,3983430.929024436,55.890499999999996,2025-11-26,2025-12-30,False,500,497000,3.3,2500,0.0,,1460.0,RELIANCE,1733
SELL_PUT,3901217.641101268,55.998135,2025-11-26,2025-12-30,False,550,269500,2.15,3850,0.0,,940.0,HDFCBANK,662
SELL_CALL,165539.7853122389,86.06744,2025-11-26,2025-12-30,False,700,395500,5.7,2800,2800,,1430.0,ICICIBANK,1110
SELL_PUT,4706854.344979095,86.12615,2025-11-26,2025-12-30,False,750,144750,3.55,4500,0,,935.0,SBIN,237
SELL_PUT,4333053.463934502,62.128437500000004,2025-11-26,2025-12-30,False,625,510625,3.15,3125,0,,1200.0,AXISBANK,1028
SELL_PUT,3893121.793735977,47.084,2025-11-26,2025-12-30,False,400,113200,3.75,1600,0,,1960.0,KOTAKBANK,326
SELL_PUT,4023687.1121752043,56.88857,2025-11-26,2025-12-30,False,175,212275,8.1,1050,0,,3800.0,LT,1263
SELL_CALL,569644.3580782472,277.2272,2025-11-26,2025-12-30,False,750,745500,14.4,4500.0,4500.0,,1040.0,BAJFINANCE,2001
PUT_EXPIRED,4007129.9630233473,0.0,2025-12-30,2025-12-30,,,,3.3,2500,0.0,,1460.0,RELIANCE,
PUT_EXPIRED,3924427.555158006,0.0,2025-12-30,2025-12-30,,,,2.15,3850,0.0,,940.0,HDFCBANK,
CALL_EXPIRED,166524.6481277837,0.0,2025-12-30,2025-12-30,,,,5.7,2800,2800,,1430.0,ICICIBANK,
CALL_EXPIRED,953110.1040695593,0.0,2025-12-30,2025-12-30,,,,2.25,1200,1200,,1800.0,INFY,
PUT_EXPIRED,4734857.316070375,0.0,2025-12-30,2025-12-30,,,,3.55,4500,0,,935.0,SBIN,
PUT_EXPIRED,4358832.543122911,0.0,2025-12-30,2025-12-30,,,,3.15,3125,0,,1200.0,AXISBANK,
PUT_EXPIRED,3916283.542338016,0.0,2025-12-30,2025-12-30,,,,3.75,1600,0,,1960.0,KOTAKBANK,
PUT_EXPIRED,4047625.646411512,0.0,2025-12-30,2025-12-30,,,,8.1,1050,0,,3800.0,LT,
CALL_EXPIRED,573033.40165649,0.0,2025-12-30,2025-12-30,,,,14.4,4500.0,4500.0,,1040.0,BAJFINANCE,
SELL_PUT,4013618.4211328574,45.126999999999995,2025-12-31,2026-01-27,False,500,592500,2.2,2500,0.0,,1460.0,RELIANCE,1289
SELL_PUT,3935962.268822233,65.039475,2025-12-31,2026-01-27,False,550,3121800,2.75,3850,0.0,,940.0,HDFCBANK,1369
SELL_CALL,178955.23247400715,72.36843999999999,2025-12-31,2026-01-27,False,700,332500,4.45,2800,2800,,1410.0,ICICIBANK,899
SELL_CALL,958173.323921482,42.62204,2025-12-31,2026-01-27,False,400,263200,4.05,1200,1200,,1780.0,INFY,920
SELL_PUT,4743899.18588206,54.42275,2025-12-31,2026-01-27,False,750,87000,1.75,4500,0,,925.0,SBIN,80
SELL_PUT,4368493.359230264,57.235937500000006,2025-12-31,2026-01-27,False,625,205625,2.75,3125,0,,1180.0,AXISBANK,513
SELL_PUT,3923724.732119016,48.96272000000001,2025-12-31,2026-01-27,False,400,123600,4.05,1600,0,,2040.0,KOTAKBANK,321
SELL_PUT,4054555.357031182,46.819805,2025-12-31,2026-01-27,False,175,204925,5.65,1050,0,,3800.0,LT,850
SELL_CALL,616412.6424410443,193.56545000000003,2025-12-31,2026-01-27,False,750,1514250,9.65,4500.0,4500.0,,1040.0,BAJFINANCE,2483
ASSIGNED,377436.95496566687,3817.2275,2026-01-27,2026-01-27,,,,2.2,2500,2500.0,,1460.0,RELIANCE,
ASSIGNED,330471.80288113235,3785.00765,2026-01-27,2026-01-27,,,,2.75,3850,3850.0,,940.0,HDFCBANK,
CALL_EXPIRED,179741.5582872812,0.0,2026-01-27,2026-01-27,,,,4.45,2800,2800,,1410.0,ICICIBANK,
CALL_EXPIRED,962383.5188835065,0.0,2026-01-27,2026-01-27,,,,4.05,1200,1200,,1780.0,INFY,
PUT_EXPIRED,4764743.786701264,0.0,2026-01-27,2026-01-27,,,,1.75,4500,0,,925.0,SBIN,
PUT_EXPIRED,4387688.434143639,0.0,2026-01-27,2026-01-27,,,,2.75,3125,0,,1180.0,AXISBANK,
PUT_EXPIRED,3940965.502329493,0.0,2026-01-27,2026-01-27,,,,0.8099999999999999,8000.0,0.0,,408.0,KOTAKBANK,
ASSIGNED,78200.38796466729,4170.6065,2026-01-27,2026-01-27,,,,5.65,1050,1050,,3800.0,LT,
CALL_EXPIRED,619121.1476111865,0.0,2026-01-27,2026-01-27,,,,9.65,4500.0,4500.0,,1040.0,BAJFINANCE,
SELL_CALL,409883.5047357969,150.805,2026-01-28,2026-02-24,False,500,1216000,13.0,2500.0,2500.0,,1460.0,RELIANCE,3246
SELL_CALL,355077.00266393897,120.04096000000001,2026-01-28,2026-02-24,False,550,387200,6.4,3850.0,3850.0,,975.0,HDFCBANK,1788
SELL_CALL,200124.31803715686,103.60215999999998,2026-01-28,2026-02-24,False,700,212800,7.3,2800,2800,,1430.0,ICICIBANK,1784
SELL_CALL,970915.509967663,56.242760000000004,2026-01-28,2026-02-24,False,400,276800,6.95,1200,1200,,1780.0,INFY,2584
SELL_PUT,4801584.1647248175,163.62335000000002,2026-01-28,2026-02-24,False,750,2235750,7.95,4500,0,,1000.0,SBIN,3018
SELL_PUT,4421480.651051255,152.02812500000002,2026-01-28,2026-02-24,False,625,1490000,10.5,3125,0,,1250.0,AXISBANK,3758
SELL_PUT,3967358.614209062,123.407,2026-01-28,2026-02-24,False,2000,114000,2.55,10000,0.0,,388.0,KOTAKBANK,84
SELL_CALL,135093.3910196582,247.16768000000002,2026-01-28,2026-02-24,False,175,13300,54.4,1050,1050,,3980.0,LT,161
SELL_CALL,653323.382757991,157.4588,2026-01-28,2026-02-24,False,750,159750,7.6,4500.0,4500.0,,1010.0,BAJFINANCE,168
CALL_EXPIRED,411896.92921633745,0.0,2026-02-24,2026-02-24,,,,13.0,2500.0,2500.0,,1460.0,RELIANCE,
CALL_EXPIRED,356821.2073498568,0.0,2026-02-24,2026-02-24,,,,6.4,3850.0,3850.0,,975.0,HDFCBANK,
CALL_EXPIRED,201107.36613846367,0.0,2026-02-24,2026-02-24,,,,7.3,2800,2800,,1430.0,ICICIBANK,
CALL_EXPIRED,975684.8286489932,0.0,2026-02-24,2026-02-24,,,,6.95,1200,1200,,1780.0,INFY,
PUT_EXPIRED,4825170.4447066495,0.0,2026-02-24,2026-02-24,,,,7.95,4500,0,,1000.0,SBIN,
PUT_EXPIRED,4443199.791441649,0.0,2026-02-24,2026-02-24,,,,10.5,3125,0,,1250.0,AXISBANK,
PUT_EXPIRED,3986847.022170444,0.0,2026-02-24,2026-02-24,,,,2.55,10000,0.0,,388.0,KOTAKBANK,
CALLED_AWAY,4310389.951387619,4367.04365,2026-02-24,2026-02-24,,,,54.4,1050,0,,3980.0,LT,
CALLED_AWAY,5196785.183726525,4747.44575,2026-02-24,2026-02-24,,,,7.6,4500.0,0.0,,1010.0,BAJFINANCE,
SELL_CALL,422936.5184718893,66.654,2026-02-25,2026-03-30,False,500,406000,4.4,2500.0,2500.0,,1510.0,RELIANCE,1591
SELL_CALL,373379.8482960383,88.39627,2026-02-25,2026-03-30,False,550,1265000,4.3,3850.0,3850.0,,960.0,HDFCBANK,3120
SELL_CALL,217451.5277502057,87.71132,2026-02-25,2026-03-30,False,700,351400,5.85,2800,2800,,1460.0,ICICIBANK,1065
SELL_CALL,976689.8404665415,26.652919999999998,2026-02-25,2026-03-30,False,400,11200,0.65,1200,1200,,1780.0,INFY,13
SELL_PUT,4879619.777946356,232.754375,2026-02-25,2026-03-30,False,750,593250,14.25,3750,0,,1160.0,SBIN,1765
SELL_PUT,4466422.913004918,110.44187500000001,2026-02-25,2026-03-30,False,625,179375,7.1,3125,0,,1320.0,AXISBANK,354
SELL_PUT,4014148.44596902,126.9296,2026-02-25,2026-03-30,False,2000,286000,3.3,8000,0.0,,407.5,KOTAKBANK,40
SELL_PUT,4331506.957564524,102.300755,2026-02-25,2026-03-30,False,175,8925,19.15,1050,0,,4040.0,LT,195
SELL_PUT,5243075.307249312,200.3171,2026-02-25,2026-03-30,False,750,228750,8.6,5250,0.0,,970.0,BAJFINANCE,435
CALL_EXPIRED,425233.3433611945,0.0,2026-03-30,2026-03-30,,,,4.4,2500.0,2500.0,,1510.0,RELIANCE,
CALL_EXPIRED,375407.54770546703,0.0,2026-03-30,2026-03-30,,,,4.3,3850.0,3850.0,,960.0,HDFCBANK,
CALL_EXPIRED,218632.43329829752,0.0,2026-03-30,2026-03-30,,,,5.85,2800,2800,,1460.0,ICICIBANK,
CALL_EXPIRED,981993.9119683831,0.0,2026-03-30,2026-03-30,,,,0.65,1200,1200,,1780.0,INFY,
ASSIGNED,551574.5666495999,4544.7725,2026-03-30,2026-03-30,,,,14.25,3750,3750,,1160.0,SBIN,
ASSIGNED,361367.62332619634,4310.91875,2026-03-30,2026-03-30,,,,7.1,3125,3125,,1320.0,AXISBANK,
ASSIGNED,772536.04469562,3411.8810000000003,2026-03-30,2026-03-30,,,,3.3,8000,8000.0,,407.5,KOTAKBANK,
ASSIGNED,108597.38110780064,4432.5227,2026-03-30,2026-03-30,,,,19.15,1050,1050,,4040.0,LT,
ASSIGNED,173732.182374103,5316.489874999999,2026-03-30,2026-03-30,,,,8.6,5250,5250.0,,970.0,BAJFINANCE,
SELL_CALL,453569.17931483925,148.84725,2026-04-01,2026-04-28,False,500,433000,11.35,2500.0,2500.0,,1460.0,RELIANCE,1601
SELL_CALL,377972.2329823752,34.646035,2026-04-01,2026-04-28,False,550,303600,0.65,3850.0,3850.0,,940.0,HDFCBANK,552
SELL_CALL,222010.39554466415,38.431039999999996,2026-04-01,2026-04-28,False,700,213500,1.2,2800,2800,,1410.0,ICICIBANK,375
SELL_CALL,982582.0150088512,25.18904,2026-04-01,2026-04-28,False,400,104000,0.3,1200,1200,,1800.0,INFY,214
SELL_CALL,564013.6146171881,78.22325000000001,2026-04-01,2026-04-28,False,750,1461000,3.3,3750,3750,,1150.0,SBIN,2750
SELL_CALL,385549.0816665384,130.50156249999998,2026-04-01,2026-04-28,False,625,128125,7.75,3125,3125,,1320.0,AXISBANK,512
SELL_CALL,781472.8667452439,62.4432,2026-04-01,2026-04-28,False,2000,178000,1.1,8000.0,8000.0,,405.0,KOTAKBANK,90
SELL_CALL,127470.63600205464,107.25633499999999,2026-04-01,2026-04-28,False,175,22925,18.05,1050,1050,,4040.0,LT,186
SELL_CALL,186036.43652154077,78.057725,2026-04-01,2026-04-28,False,750,144000,2.35,5250.0,5250.0,,970.0,BAJFINANCE,271
CALL_EXPIRED,455562.1534730695,0.0,2026-04-28,2026-04-28,,,,11.35,2500.0,2500.0,,1460.0,RELIANCE,
CALL_EXPIRED,379633.03562774096,0.0,2026-04-28,2026-04-28,,,,0.65,3850.0,3850.0,,940.0,HDFCBANK,
CALL_EXPIRED,222985.90490764016,0.0,2026-04-28,2026-04-28,,,,1.2,2800,2800,,1410.0,ICICIBANK,
CALL_EXPIRED,986899.4612851006,0.0,2026-04-28,2026-04-28,,,,0.3,1200,1200,,1800.0,INFY,
CALL_EXPIRED,566491.8794775122,0.0,2026-04-28,2026-04-28,,,,3.3,3750,3750,,1150.0,SBIN,
CALL_EXPIRED,387243.17683775694,0.0,2026-04-28,2026-04-28,,,,7.75,3125,3125,,1320.0,AXISBANK,
CALL_EXPIRED,784906.6433328287,0.0,2026-04-28,2026-04-28,,,,1.1,8000.0,8000.0,,405.0,KOTAKBANK,
CALL_EXPIRED,128030.73949909785,0.0,2026-04-28,2026-04-28,,,,18.05,1050,1050,,4040.0,LT,
CALL_EXPIRED,186853.87700776767,0.0,2026-04-28,2026-04-28,,,,2.35,5250.0,5250.0,,970.0,BAJFINANCE,
SELL_CALL,499088.49883408437,216.16074999999998,2026-04-29,2026-05-26,False,500,1257500,17.45,2500.0,2500.0,,1460.0,RELIANCE,10182
SELL_CALL,381432.20959224814,31.247255,2026-04-29,2026-05-26,False,550,94050,0.45,3850.0,3850.0,,940.0,HDFCBANK,163
SELL_CALL,231940.27167327108,63.14944,2026-04-29,2026-05-26,False,700,207900,3.2,2800,2800,,1410.0,ICICIBANK,141
SELL_CALL,608429.0104146791,208.988,2026-04-29,2026-05-26,False,750,2133000,11.2,3750,3750,,1150.0,SBIN,3822
SELL_CALL,428542.9438030127,206.3671875,2026-04-29,2026-05-26,False,625,314375,13.25,3125,3125,,1360.0,AXISBANK,1436
SELL_CALL,821723.064211466,186.0352,2026-04-29,2026-05-26,False,2000,222000,4.6,8000.0,8000.0,,405.0,KOTAKBANK,221
SELL_CALL,212348.87474595278,397.388555,2026-04-29,2026-05-26,False,175,15750,80.65,1050,1050,,4240.0,LT,175
SELL_CALL,307618.16559429746,558.90785,2026-04-29,2026-05-26,False,750,258000,23.1,5250.0,5250.0,,970.0,BAJFINANCE,1291
CALL_EXPIRED,501410.7827930332,0.0,2026-05-26,2026-05-26,,,,17.45,2500.0,2500.0,,1460.0,RELIANCE,
CALL_EXPIRED,383207.03290280694,0.0,2026-05-26,2026-05-26,,,,0.45,3850.0,3850.0,,940.0,HDFCBANK,
CALL_EXPIRED,233019.50145636444,0.0,2026-05-26,2026-05-26,,,,3.2,2800,2800,,1410.0,ICICIBANK,
CALL_EXPIRED,676440.1261890046,0.0,2026-05-26,2026-05-26,,,,11.2,3750,3750,,1150.0,SBIN,
CALL_EXPIRED,430536.97573610547,0.0,2026-05-26,2026-05-26,,,,13.25,3125,3125,,1360.0,AXISBANK,
CALL_EXPIRED,825546.5830767062,0.0,2026-05-26,2026-05-26,,,,4.6,8000.0,8000.0,,405.0,KOTAKBANK,
CALL_EXPIRED,253257.53075888904,0.0,2026-05-26,2026-05-26,,,,80.65,1050,1050,,4240.0,LT,
CALL_EXPIRED,309049.52843497554,0.0,2026-05-26,2026-05-26,,,,23.1,5250.0,5250.0,,970.0,BAJFINANCE,
SELL_CALL,516201.4084393886,88.7065,2026-05-27,2026-06-30,False,500,507000,5.9,2500.0,2500.0,,1460.0,RELIANCE,1203
SELL_CALL,237794.99505285118,44.61064,2026-05-27,2026-06-30,False,700,41300,1.7,2800,2800,,1410.0,ICICIBANK,116
SELL_CALL,678831.073292982,33.5315,2026-05-27,2026-06-30,False,750,805500,0.6,3750,3750,,1150.0,SBIN,150
SELL_CALL,465158.8163151644,176.710625,2026-05-27,2026-06-30,False,625,72500,11.1,3125,3125,,1370.0,AXISBANK,331
SELL_CALL,850028.2200794838,131.3016,2026-05-27,2026-06-30,False,2000,1084000,3.05,8000.0,8000.0,,410.0,KOTAKBANK,377
SELL_CALL,293598.0874369816,202.267685,2026-05-27,2026-06-30,False,175,31675,38.55,1050,1050,,4240.0,LT,127
SELL_CALL,362941.9565411195,262.28705,2026-05-27,2026-06-30,False,750,339000,10.3,5250.0,5250.0,,980.0,BAJFINANCE,756
CALL_EXPIRED,534200.6182649309,0.0,2026-06-30,2026-06-30,,,,5.9,2500.0,2500.0,,1460.0,RELIANCE,
CALL_EXPIRED,239148.04818272815,0.0,2026-06-30,2026-06-30,,,,1.7,2800,2800,,1410.0,ICICIBANK,
CALL_EXPIRED,682693.6209810551,0.0,2026-06-30,2026-06-30,,,,0.6,3750,3750,,1150.0,SBIN,
CALL_EXPIRED,467805.56921324454,0.0,2026-06-30,2026-06-30,,,,11.1,3125,3125,,1370.0,AXISBANK,
CALL_EXPIRED,854864.8792505764,0.0,2026-06-30,2026-06-30,,,,3.05,8000.0,8000.0,,410.0,KOTAKBANK,
CALL_EXPIRED,295268.6600705403,0.0,2026-06-30,2026-06-30,,,,38.55,1050,1050,,4240.0,LT,
CALLED_AWAY,5536136.039925576,5371.05575,2026-06-30,2026-06-30,,,,10.3,5250.0,0.0,,980.0,BAJFINANCE,
